GEOID101,GEOID102,st_geometr
4202115552,4202164544,ST_MultiLineString
4202115552,4202172168,ST_MultiLineString
4202115552,4202174432,ST_MultiLineString
4202117136,4202117144,ST_MultiLineString
4202117136,4202167920,ST_MultiLineString
4202117144,4202128336,ST_MultiLineString
4202117144,4202152360,ST_MultiLineString
4202117144,4202167920,ST_MultiLineString
4202117144,4202181200,ST_MultiLineString
4202117496,4202121896,ST_MultiLineString
4202117496,4202122712,ST_MultiLineString
4202117496,4202137352,ST_MultiLineString
4202117496,4202172168,ST_MultiLineString
4202117496,4202175136,ST_MultiLineString
4202117496,4202175144,ST_MultiLineString
4202117976,4202138288,ST_MultiLineString
4202117976,4202174432,ST_MultiLineString
4202118000,4202138288,ST_MultiLineString
4202118432,4202128336,ST_MultiLineString
4202118432,4202163608,ST_MultiLineString
4202120952,4202122808,ST_MultiLineString
4202120952,4202158432,ST_MultiLineString
4202120952,4202182688,ST_MultiLineString
4200372960,4200372968,ST_MultiLineString
4200372968,4212944864,ST_MultiLineString
4200372968,4212953736,ST_MultiLineString
4200374648,,
4200375816,4200385188,ST_MultiLineString
4200376104,4212944864,ST_MultiLineString
4200376104,4212953736,ST_MultiLineString
4200376560,,
4200377272,4212977272,ST_MultiLineString
4202120992,4202121896,ST_MultiLineString
4202120992,4202127360,ST_MultiLineString
4202121896,4202127360,ST_GeometryCollection
4202121896,4202137352,ST_MultiLineString
4202121896,4202138288,ST_MultiLineString
4202121896,4202149104,ST_MultiLineString
4202121896,4202172168,ST_MultiLineString
4202122144,,
4202122712,4202172168,ST_MultiLineString
4202122712,4202175136,ST_MultiLineString
4202122808,4203310288,ST_MultiLineString
4202122808,4203383736,ST_MultiLineString
4202122808,4202133080,ST_MultiLineString
4202122808,4202158432,ST_MultiLineString
4202122808,4202175520,ST_MultiLineString
4202122808,4202182688,ST_MultiLineString
4202125680,4202138288,ST_MultiLineString
4202125680,4202174432,ST_MultiLineString
4202125680,4202179360,ST_MultiLineString
4202127360,4202138288,ST_MultiLineString
4202128328,4202128336,ST_MultiLineString
4202128328,4202177808,ST_MultiLineString
4202128336,4202177808,ST_MultiLineString
4202128720,4202164544,ST_MultiLineString
4202128720,4202174432,ST_MultiLineString
4200377912,4200385184,ST_MultiLineString
4200377912,4200385496,ST_MultiLineString
4200379274,4212559608,ST_MultiLineString
4200380032,,
4200380040,,
4200380600,4200385496,ST_MultiLineString
4200382800,4201949056,ST_MultiLineString
4200382800,4201914320,ST_MultiLineString
4202133080,4202175520,ST_MultiLineString
4202137352,4206322048,ST_MultiLineString
4202137352,4212967240,ST_MultiLineString
4202137352,4202145160,ST_LineString
4202137352,4202149104,ST_MultiLineString
4202137352,4202152616,ST_MultiLineString
4202137352,4202180288,ST_MultiLineString
4202137352,4202184080,ST_MultiLineString
4202138288,4202144664,ST_MultiLineString
4202138288,4202145160,ST_MultiLineString
4202138288,4202149104,ST_MultiLineString
4202138288,4202172344,ST_MultiLineString
4202138288,4202174432,ST_MultiLineString
4202138288,4202179360,ST_MultiLineString
4202138288,4202183584,ST_MultiLineString
4202138288,4202184080,ST_MultiLineString
4202143248,4202181200,ST_MultiLineString
4202144664,4202174432,ST_MultiLineString
4202144704,,
4202145160,4212967240,ST_MultiLineString
4202145160,4202179360,ST_MultiLineString
4202145160,4202183584,ST_MultiLineString
4202145160,4202184080,ST_MultiLineString
4202149104,4202184080,ST_MultiLineString
4202152360,4202162056,ST_MultiLineString
4202152360,4202175144,ST_MultiLineString
4202152360,4202181200,ST_MultiLineString
4202152616,,
4202155000,4202175520,ST_MultiLineString
4202155000,4202182688,ST_MultiLineString
4200382848,,
4200383200,,
4200383512,4200384440,ST_MultiLineString
4200384144,,
4200384440,,
4200384512,,
4200384704,4212955128,ST_MultiLineString
4200385184,,
4200385188,,
4200385496,,
4202158432,,
4202162048,4202162056,ST_MultiLineString
4202162056,4202175144,ST_MultiLineString
4202162056,4202181200,ST_MultiLineString
4202163608,4203304888,ST_MultiLineString
4202163608,4203331752,ST_MultiLineString
4202163608,4202184448,ST_MultiLineString
4202164544,4211185632,ST_MultiLineString
4202164544,4211115568,ST_MultiLineString
4202164544,4211157544,ST_LineString
4202164544,4202168104,ST_MultiLineString
4202164544,4202174432,ST_MultiLineString
4202164544,4211157552,ST_MultiLineString
4202167920,,
4202168104,4211185632,ST_MultiLineString
4202168104,4211157544,ST_MultiLineString
4202172168,,
4202172344,4202179360,ST_MultiLineString
4202172344,4202183584,ST_MultiLineString
4202174432,4211115568,ST_MultiLineString
4202174432,4202179360,ST_MultiLineString
4202175136,,
4202175144,4202185528,ST_MultiLineString
4202175520,4203310288,ST_MultiLineString
4202175520,4206330816,ST_MultiLineString
4202175520,4206313120,ST_MultiLineString
4202175520,4202182688,ST_MultiLineString
4202177808,,
4202179360,4211115568,ST_MultiLineString
4202179360,4212924608,ST_MultiLineString
4202179360,4212967240,ST_MultiLineString
4202179360,4202183584,ST_MultiLineString
4202180288,4206322048,ST_MultiLineString
4202180288,4206310104,ST_MultiLineString
4200300724,4200329592,ST_MultiLineString
4200300724,4200333312,ST_MultiLineString
4200300724,4200339624,ST_MultiLineString
4200300724,4200329732,ST_MultiLineString
4200300724,4200369376,ST_MultiLineString
4200300724,4200369400,ST_MultiLineString
4200300724,4200369416,ST_MultiLineString
4200303320,4200327120,ST_MultiLineString
4200303320,4200356384,ST_MultiLineString
4200303320,4200361000,ST_MultiLineString
4200303320,4200369776,ST_MultiLineString
4200303608,4200339624,ST_GeometryCollection
4200303608,4200353136,ST_MultiLineString
4200303608,4200374648,ST_MultiLineString
4200303608,4200305312,ST_MultiLineString
4200303608,4200305504,ST_MultiLineString
4200303608,4200305520,ST_MultiLineString
4200303928,4200361000,ST_MultiLineString
4200303928,4200361328,ST_MultiLineString
4200303928,4200372400,ST_MultiLineString
4200303928,4200383512,ST_MultiLineString
4200303928,4200384512,ST_MultiLineString
4200303928,4200306064,ST_MultiLineString
4200303928,4200308416,ST_MultiLineString
4200303932,4200361000,ST_MultiLineString
4200303932,4200351696,ST_MultiLineString
4200303932,4200311680,ST_MultiLineString
4200305216,4200327552,ST_MultiLineString
4200305216,4200342368,ST_MultiLineString
4200305216,4200369400,ST_MultiLineString
4200305216,4200369416,ST_MultiLineString
4200305216,4200322576,ST_MultiLineString
4200305216,4200722264,ST_MultiLineString
4200305216,4200732680,ST_MultiLineString
4200305312,4200361000,ST_MultiLineString
4200305312,4200366264,ST_MultiLineString
4200305312,4200374648,ST_MultiLineString
4200305504,4200323616,ST_MultiLineString
4200305504,4200339624,ST_MultiLineString
4200305504,4200353136,ST_MultiLineString
4202181200,,
4202182688,,
4202183584,,
4202184080,,
4202184448,4203304888,ST_MultiLineString
4202185528,,
4200305520,4200339624,ST_MultiLineString
4200306064,4200351696,ST_MultiLineString
4200306064,4200372400,ST_MultiLineString
4200306064,4200379274,ST_MultiLineString
4200306064,4200384512,ST_MultiLineString
4200306064,4200311680,ST_MultiLineString
4200306064,4212559608,ST_MultiLineString
4200306064,4212578432,ST_MultiLineString
4200307000,4200356384,ST_MultiLineString
4200307000,4200359032,ST_MultiLineString
4200307976,4200332832,ST_MultiLineString
4200307976,4200376104,ST_MultiLineString
4200307976,4212944864,ST_MultiLineString
4200307992,4200354816,ST_MultiLineString
4200307992,4200363408,ST_MultiLineString
4200307992,4200384440,ST_MultiLineString
4200307992,4200383512,ST_MultiLineString
4200308008,4200326592,ST_MultiLineString
4200308008,4200354816,ST_MultiLineString
4200308008,4200375816,ST_MultiLineString
4200308008,4200385188,ST_MultiLineString
4200308008,4200322520,ST_MultiLineString
4200308064,4200347696,ST_MultiLineString
4200308064,4200360272,ST_MultiLineString
4200308416,4200361000,ST_MultiLineString
4200308416,4200384512,ST_MultiLineString
4200308624,4200368388,ST_MultiLineString
4200308624,4200315216,ST_MultiLineString
4200308624,4200372160,ST_MultiLineString
4200308624,4200379274,ST_MultiLineString
4200311336,4200365352,ST_MultiLineString
4200311336,4200366320,ST_MultiLineString
4200311336,4200368388,ST_MultiLineString
4200311336,4200315216,ST_MultiLineString
4200311680,4200361000,ST_MultiLineString
4200311680,4200351696,ST_MultiLineString
4200311680,4200384512,ST_MultiLineString
4200312496,4200326592,ST_MultiLineString
4200312496,4200354816,ST_MultiLineString
4200312496,4200385184,ST_MultiLineString
4200313392,4200332624,ST_MultiLineString
4200313392,4200361536,ST_MultiLineString
4200313392,4200372960,ST_MultiLineString
4200313392,4200372968,ST_MultiLineString
4200313608,4200326592,ST_MultiLineString
4200313608,4200359032,ST_MultiLineString
4200313608,4200385184,ST_MultiLineString
4200313608,4200385188,ST_MultiLineString
4200313704,4200329432,ST_MultiLineString
4200313704,4200337955,ST_MultiLineString
4200313704,4200343408,ST_MultiLineString
4200313704,4200383512,ST_MultiLineString
4200315216,4200355016,ST_MultiLineString
4200315216,4200365352,ST_MultiLineString
4200315216,4200368388,ST_MultiLineString
4200315216,4200333592,ST_MultiLineString
4200315216,4200372160,ST_MultiLineString
4200316144,4200333312,ST_MultiLineString
4200316144,4200350784,ST_MultiLineString
4200316144,4200353136,ST_MultiLineString
4200316144,4200329732,ST_MultiLineString
4200316144,4200365352,ST_MultiLineString
4200316848,4200337000,ST_MultiLineString
4200316848,4200361000,ST_MultiLineString
4200316848,4200365352,ST_MultiLineString
4200316848,4200366320,ST_MultiLineString
4200316848,4200376560,ST_MultiLineString
4200317048,4200342392,ST_MultiLineString
4200317048,4200350784,ST_MultiLineString
4200317048,4200322576,ST_MultiLineString
4200317048,4200735640,ST_MultiLineString
4200317048,4200772216,ST_MultiLineString
4200319576,4200361000,ST_MultiLineString
4200319576,4200351696,ST_MultiLineString
4200319856,4200329432,ST_MultiLineString
4200319856,4200346256,ST_MultiLineString
4200319856,4200383512,ST_MultiLineString
4200320432,4200354816,ST_MultiLineString
4200320432,4200346256,ST_MultiLineString
4200320432,4200355488,ST_MultiLineString
4200320432,4200383512,ST_MultiLineString
4200321024,4200327608,ST_MultiLineString
4200321024,4200372968,ST_MultiLineString
4200321024,4200376104,ST_MultiLineString
4200321024,4212903088,ST_MultiLineString
4200321024,4212953736,ST_MultiLineString
4200321444,4200385496,ST_MultiLineString
4200321444,4200355488,ST_MultiLineString
4200321712,4200354816,ST_MultiLineString
4200321712,4200377912,ST_MultiLineString
4200321712,4200385184,ST_MultiLineString
4200321712,4200355488,ST_MultiLineString
4200322520,4200375816,ST_MultiLineString
4200322520,4200385188,ST_MultiLineString
4200322576,4200342368,ST_MultiLineString
4200322576,4200342392,ST_MultiLineString
4200322576,4200350784,ST_MultiLineString
4200322576,4200369376,ST_MultiLineString
4200322576,4200369400,ST_MultiLineString
4200322992,4200326896,ST_MultiLineString
4200322992,4200337955,ST_MultiLineString
4200322992,4200382848,ST_MultiLineString
4200322992,4200323000,ST_MultiLineString
4200323000,4200326896,ST_MultiLineString
4200323000,4200337955,ST_MultiLineString
4200323000,4200343408,ST_MultiLineString
4200323000,4200346256,ST_MultiLineString
4200323000,4200372568,ST_MultiLineString
4200323000,4200380040,ST_MultiLineString
4200323000,4200384704,ST_MultiLineString
4200323000,4212975584,ST_MultiLineString
4200323000,4212955128,ST_MultiLineString
4200323000,4212966376,ST_MultiLineString
4200323000,4212969392,ST_MultiLineString
4200100116,4200105880,ST_MultiLineString
4200100116,4200132144,ST_MultiLineString
4200100116,4213357872,ST_MultiLineString
4200102928,4200110456,ST_MultiLineString
4200102928,4200127320,ST_MultiLineString
4200105536,4200148608,ST_MultiLineString
4200105880,4200115632,ST_MultiLineString
4200105880,4200132144,ST_MultiLineString
4200105880,4200157472,ST_MultiLineString
4200105880,4213333624,ST_MultiLineString
4200105880,4213357872,ST_MultiLineString
4200105880,4213358888,ST_MultiLineString
4200106296,4200110456,ST_MultiLineString
4200107560,4200151776,ST_MultiLineString
4200110456,4200117640,ST_MultiLineString
4200110456,4200127320,ST_MultiLineString
4200110456,4200148608,ST_MultiLineString
4200110456,4200174680,ST_MultiLineString
4200110456,4200178160,ST_MultiLineString
4200111472,4200132200,ST_MultiLineString
4200111472,4200143056,ST_MultiLineString
4200115632,4200146376,ST_MultiLineString
4200115632,4200151776,ST_MultiLineString
4200115632,4200157472,ST_MultiLineString
4200115632,4200178264,ST_MultiLineString
4200115632,4213332448,ST_MultiLineString
4200115632,4213358888,ST_MultiLineString
4200117640,4200127320,ST_MultiLineString
4200117640,4200127704,ST_MultiLineString
4200117640,4200128960,ST_MultiLineString
4200117640,4200134424,ST_MultiLineString
4200117640,4200151640,ST_MultiLineString
4200117640,4200174680,ST_MultiLineString
4200120792,4200132144,ST_MultiLineString
4200120792,4200163616,ST_MultiLineString
4200120792,4213357872,ST_MultiLineString
4200124560,4200132200,ST_MultiLineString
4200127320,4200132200,ST_MultiLineString
4200127320,4200134424,ST_MultiLineString
4200127320,4200148608,ST_MultiLineString
4200127320,4204171904,ST_MultiLineString
4200127320,4205530944,ST_MultiLineString
4200127320,4205531720,ST_MultiLineString
4200127704,4200134424,ST_MultiLineString
4200127704,4200143056,ST_MultiLineString
4200128936,4200143944,ST_MultiLineString
4200128936,4200151640,ST_MultiLineString
4200128936,4200151776,ST_MultiLineString
4200128936,4200178264,ST_MultiLineString
4200128960,4200174680,ST_MultiLineString
4200132144,4200151776,ST_MultiLineString
4200132144,4200157472,ST_MultiLineString
4200132144,4200163616,ST_MultiLineString
4200132144,4213357872,ST_MultiLineString
4200132200,4200134424,ST_MultiLineString
4200132200,4200143056,ST_MultiLineString
4200132200,4205531720,ST_MultiLineString
4200132200,4205563200,ST_MultiLineString
4200132200,4205581240,ST_MultiLineString
4200134424,4200143056,ST_MultiLineString
4200136424,4200141672,ST_MultiLineString
4200136424,4200163616,ST_MultiLineString
4200136424,4200178160,ST_MultiLineString
4200136424,4200187136,ST_MultiLineString
4200136424,4204119144,ST_MultiLineString
4200136424,4204172336,ST_MultiLineString
4200141672,4200163616,ST_MultiLineString
4200141672,4200187136,ST_MultiLineString
4200141672,4213327480,ST_MultiLineString
4200141672,4213381352,ST_MultiLineString
4200141672,4204172336,ST_MultiLineString
4200143056,4205581240,ST_MultiLineString
4200143944,4200178264,ST_MultiLineString
4200146376,,
4200148608,4200178160,ST_MultiLineString
4200148608,4204115920,ST_MultiLineString
4200148608,4204119144,ST_MultiLineString
4200148608,4204171904,ST_MultiLineString
4200151640,4200151776,ST_MultiLineString
4200151640,4200174680,ST_MultiLineString
4200151776,4200157472,ST_MultiLineString
4200151776,4200163616,ST_MultiLineString
4200151776,4200174680,ST_MultiLineString
4200151776,4200178264,ST_MultiLineString
4200153920,4200157472,ST_MultiLineString
4200157472,,
4200163616,4200174680,ST_MultiLineString
4200163616,4200178160,ST_MultiLineString
4200163616,4213357872,ST_MultiLineString
4200163616,4213381352,ST_MultiLineString
4200174680,4200178160,ST_MultiLineString
4200178160,4204119144,ST_MultiLineString
4200178264,4213383440,ST_MultiLineString
4200187136,,
4206100756,4206162160,ST_MultiLineString
4206104288,4206127416,ST_MultiLineString
4206104288,4206137384,ST_MultiLineString
4206104288,4206149624,ST_MultiLineString
4206104288,4206182352,ST_MultiLineString
4206106560,4206181104,ST_MultiLineString
4206108128,4206133808,ST_MultiLineString
4206108128,4206147248,ST_MultiLineString
4206108128,4206149552,ST_MultiLineString
4206108128,4206149624,ST_MultiLineString
4206108128,4206151984,ST_MultiLineString
4206108128,4206170400,ST_MultiLineString
4206108128,4206178328,ST_MultiLineString
4206108128,4208748664,ST_MultiLineString
4206108128,4208756720,ST_MultiLineString
4206108128,4208781784,ST_MultiLineString
4206108896,4206111208,ST_MultiLineString
4206108896,4206186080,ST_MultiLineString
4206111208,4206114640,ST_MultiLineString
4206111208,4206120152,ST_MultiLineString
4206111208,4206135688,ST_MultiLineString
4206111208,4206177000,ST_MultiLineString
4206111208,4206186080,ST_MultiLineString
4206111600,4206111632,ST_MultiLineString
4206111600,4206113944,ST_MultiLineString
4206111600,4206117280,ST_MultiLineString
4206111600,4206158832,ST_MultiLineString
4206111600,4206170400,ST_MultiLineString
